ID,Content
180,"sāmāi sāmalijjaï addhacchipaloirīa muhasohā
jaṃvūdalakaakaṇṇāvaaṃsabhamire haliaütte"
181,"dūi tumaṃ cia kusalā kakkhaḍamaüāi jāṇase vottuṃ
kaṃḍūipaṃḍaraṃ jaha ṇa hoi taha taṃ karejjāsu"
182,"mahilāsahassabharie tuha hiae suhaa sā amāaṃtī
diahaṃ aṇaṇṇakammā aṃgaṃ taṇuaṃ pi taṇuei"
183,"khaṇamettaṃ pi ṇa phiṭṭaï aṇudiaha viiṇṇagaruasaṃtāvā
pacchaṇṇapāvasaṃka vva sāmalī majjha hiaāo"
184,"aṇṇua ṇā 'haṃ kuviā uvaūhasu kiṃ muhā pasāesi
tuha maṇṇusamuppāeṇa majjha māṇeṇa vi ṇa kajjaṃ"
185,"dīhuṇhapaüraṇīsāsapaavio vāhasalilaparisitto
sāhei sāmasavalaṃ va tīa aharo tuha vioe"
186,"sarae mahaddahāṇaṃ aṃtosisirāi vāhiruṇhāiṃ
jāāi kuviasajjaṇahiaasaricchāi salilāiṃ"
187,"āassa kiṃ ṇu kāhaṃ kiṃ vocchaṃ kaha ṇu hohii imaṃ ti
paḍhamuggaasāhasaāriāi hiaaṃ tharaharei"
188,"ṇeurakoḍivilaggaṃ ciuraṃ daïassa pāapaḍiassa
hiaaṃ paütthamāṇaṃ ummoaṃti ccia kahei"
189,"tujjha 'ṃgarāaseseṇa sāmalī taha khareṇa somārā
sā kira golātūhe ṇhāā jaṃvūkasāeṇa"
190,"ajjaṃ cea paüttho ajjaṃ cia suṇṇaāi jāāiṃ
racchāmuhadeulacaccarāi amhaṃ ca hiaāiṃ"
191,"ciriḍiṃ pi aāṇaṃtā loā loehi goravabbhahiā
soṇāratula vva ṇirakkharā vi khaṃdhehi vubbhaṃti"
192,"āaṃvaṃtakavolaṃ khaliakkharajaṃpiriṃ phuraṃtoṭṭhiṃ
mā chivasu tti sarosaṃ samosaraṃtiṃ piaṃ bharimo"
193,"golāvisamoāracchaleṇa appā urammi se mukko
aṇuaṃpāṇiddosaṃ teṇa vi sā gāḍham uvaūḥā"
194,"sā taï sahatthadiṇṇaṃ ajja vi re suhaa gaṃdharahiaṃ pi
uvvasiaṇaaragharadevaa vva omāliaṃ vahaï"
195,"kelīa vi rūseuṃ ṇa tīrae tammi cukkaviṇaammi
jāiaehi vi māe imehi avasehi aṃgehiṃ"
196,"upphulliāi khelaü mā ṇaṃ vārehi hou parikhāmā
mā jahaṇabhāragaruī purisāaṃtī kilimmihaï"
197,"paürajuāṇo gāmo mahumāso jovvaṇaṃ paī ṭhero
juṇṇasurā sāhīṇā asaī mā hou kiṃ maraü"
198,"vahuso vi kahijjaṃtaṃ tuha vaaṇaṃ majjha hatthasaṃdiṭṭhaṃ
ṇa suaṃ ti jaṃpamāṇā puṇaruttasaaṃ kuṇaï ajjā"
199,"pāaḍiaṇehasabbhāvaṇibbharaṃ tīa jaha tumaṃ diṭṭho
saṃvaraṇavāvaḍāe aṇṇo vi jaṇo taha ccea"
200,"geṇhaha puloaha imaṃ pahasiavaaṇā païssa appei
jāā suapaḍhamubbhiṇṇadaṃtajualaṃkiaṃ voraṃ"
201,"acchaü tā jaṇavāo hiaaṃ cia attaṇo tuha pamāṇaṃ
taha taṃ si maṃdaṇeho jaha ṇa uvālaṃbhajoggo si"
202,"appacchaṃdapahāvira dullahalaṃbhaṃ jaṇaṃ vimaggaṃta
āāsavahehi bhamaṃta hiaa kaïā vi bhajjihisi"
203,"ahava guṇa ccia lahuā ahavā guṇaaṇṇuo ṇa so loo
ahava mhi ṇigguṇā vā vahuguṇavaṃto jaṇo tassa"
204,"phuṭṭaṃteṇa vi hiaeṇa māmi kaha ṇivvarijjae tammi
addāe paḍiviṃva vva jammi dukkhaṃ ṇa saṃkamaï"
205,"pāsāsaṃkī kāo ṇe 'cchaï diṇṇaṃ pi pahiaghariṇīe
oṇattakaraaloaliavalaamajjhaṭṭhiaṃ piṃḍaṃ"
206,"ohidiahāgamāsaṃkirīhi sahiāhi kuḍḍalihiāo
do tiṇṇi tahiṃ mia coriāi rehā pusijjaṃti"
207,"tuha muhasāricchaṃ ṇa lahaï tti saṃpuṇṇamaṃḍalo vihiṇā
aṇṇamaaṃ va ghaḍeuṃ puṇo vi khaṃḍijjaï miaṃko"
208,"ajjaṃ gao tti ajjaṃ gao tti ajjaṃ gao tti gaṇirīe
paḍhama ccia diahaddhe kuḍḍo rehāhi cittalio"
209,"ṇa vi taha paḍhamasamāgamasuraasuhe pāvie vi parioso
jaha vīadiahasavilakkhalakkhie vaaṇakamalammi"
210,"je samuhāgaavolaṃtavaliapiapesiacchivicchohā
aha maṇṇe maaṇasarā jaṇassa je hoṃti te hoṃtu"
211,"iaro jaṇo ṇa pāvaï tuha jahaṇāruhaṇasaṃgamasuhelliṃ
aṇuhavaï kaṇaadoro huavahavaruṇāṇa māhappaṃ"
212,"jo jassa vihavasāro taṃ so dei tti kiṃ tha accheraṃ
aṇahoṃtaṃ pi hu diṇṇaṃ dohaggaṃ taï savattīṇaṃ"
213,"caṃdasarisaṃ muhaṃ se saraso amaassa muharaso tissā
sakaaggaharahasujjalacuṃvaṇaaṃ kassa sarisaṃ se"
214,"uppaṇṇatthe kajje aïciṃtaṃto guṇāguṇe tammi
ciraālamaṃdapecchittaṇeṇa puriso haṇaï kajjaṃ"
215,"vālaa tumāhi ahiaṃ ṇiaaṃ cia vallahaṃ mahaṃ jīaṃ
taṃ taï viṇā ṇa hoi tti teṇa kuviaṃ pasāemi"
216,"pattia ṇa pattiaṃtī jaï tujjha ime ṇa majjha ruirīe
puṭṭhīa vāhaviṃdū pulaübbhee ṇa bhijjaṃtā"
217,"taṃ mittaṃ kāavvaṃ jaṃ kira vasaṇammi desaālammi
ālihiabhittivāullaa vva ṇa paraṃmuhaṃ ṭhāi"
218,"vahuāi ṇaïṇiuṃje paḍhamuggaasīlakhaṃḍaṇavilakkhaṃ
uḍḍei vihaṃgaülaṃ hāhā pakkhehi va bhaṇaṃtaṃ"
219,"saccaṃ bhaṇāmi vālaa ṇa tthi asakkaṃ vasaṃtamāsassa
gaṃdheṇa kuruvaāṇaṃ maṇaṃ pi asaïttanaṃ ṇa gaā"
220,"ekkekkamavaïveḍhaṇavivaraṃtaradiṇṇataralaṇaaṇāe
taï volaṃte vālaa paṃjarasaüṇāiaṃ tīe"
221,"tā kiṃ kareu jaï taṃ si tīa vaïveḍhapelliathaṇīe
pāaṃguṭṭhaggukkhittaṇīsahaṃgīa vi ṇa diṭṭho"
222,"piasaṃbharaṇapaloṭṭaṃtavāhadhārāṇivāabhīāe
dijjaï vaṃkaggīvāi dīvao pahiajāāe"
223,"taï volaṃte vālaa tissā aṃgāi taha ṇu valiāiṃ
jaha puṭṭhimajjhaṇivaḍaṃtavāhadhārāu dīsaṃti"
224,"tā majjhimo ccia varaṃ dujjaṇasuaṇehi dohi vi ṇa kajjaṃ
jaha diṭṭho tavaï khalo tahea suaṇo aīsaṃto"
225,"addhacchipecchiaṃ mā karehi sāhāviaṃ paloehi
so vi sudiṭṭho hohii tumaṃ pi muddhā kalijjhihisi"
226,"diahaṃ khuḍukkiāe tīe kāūṇa gehavāvāraṃ
garue vi maṇṇudukkhe bharimo pāaṃtasuttassa"
227,"pāṇaüḍīa vi jaliūṇa huavaho jalaï jaṇṇavāḍammi
ṇa hu te parihariavvā visamadasāsaṃṭhiā purisā"
228,"jaṃ tujjha saī jāā asaīo suhaa jaṃ ca amhe vi
tā kiṃ phuṭṭaü vīaṃ tujjha samāṇo juā ṇa tthi"
229,"savvassammi vi ḍaḍḍhe taha vi hu hiaassa ṇivvui ccea
jaṃ tena gāmaḍāhe hatthāhatthiṃ kuḍo gahio"
230,"jāejja vaṇuddese khujjo vi hu ṇīsaho siḍhilavatto
mā māṇusammi loe cāī rasio dariddo a"
231,"tassa a sohaggaguṇaṃ amahilasarisaṃ ca sāhasaṃ majjha
jāṇaï golāūro vāsārattaddharatto a"
232,"te voliā vaassā tāṇa kuḍuṃgāṇa khaṇṇuā sesā
amhe vi gaavaāo mūluccheaṃ gaaṃ pemmaṃ"
233,"thaṇajahaṇaṇiaṃvovari ṇaharaṃkā gaavaāṇa vilaāṇaṃ
uvvasiāṇaṃgaṇivāsamūlavaṃdha vva dīsaṃti"
234,"jassa jahiṃ cia paḍhamaṃ tissā aṃgammi ṇivaḍiā diṭṭhī
tassa tahiṃ cea ṭhiā savvaṃgaṃ keṇa vi ṇa diṭṭhaṃ"
235,"virahe visaṃ va visamā amaamaā hoi saṃgame ahiaṃ
kiṃ vihiṇā samaaṃ cia dohiṃ pi piā viṇimmaviā"
236,"addaṃsaṇeṇa puttaa suṭṭhu vi ṇehāṇuvaṃdhaghaḍiāiṃ
hatthaüḍapāṇiāi va kāleṇa galaṃti pemmāiṃ"
237,"païpurao ccia ṇijjaï viṃchuaḍaṭṭhe 'ti jāravejjagharaṃ
ṇiuṇasahīkaradhariā bhuajualaṃdolirī vālā"
238,"vikkiṇaï māhamāsaṃmi pāmaro pāriḍiṃ vaïlleṇa
ṇiddhūmamummure sāmalīa thaṇae ṇiacchaṃto"
239,"saccaṃ bhaṇāmi maraṇe ṭhia mhi puṇṇe taḍammi tāvīe
ajja vi tattha kuḍuṃge ṇivaḍaï diṭṭhī taha ccea"
240,"aṃdhaaravorapatthiṃ va māuā maha païṃ viluṃpaṃti
īsāaṃti maha ccia cheppāhiṃto phaṇo jāo"
241,"appattapattaaṃ pāviūṇa ṇavaraṃgaaṃ haliasoṇhā
uaha taṇuī ṇa māaï ruṃdāsu vi gāmaracchāsu"
242,"vakkhevaāi piajaṃpiāi parahiaaṇivvuiarāi
viralo hu jāṇaï jaṇo uppaṇṇe jaṃpiavvāiṃ"
243,"chajjaï pahussa laliaṃ piāi māṇo khamā samatthassa
jāṇaṃtassa a bhaṇiaṃ moṇaṃ ca aāṇamāṇassa"
244,"vevirasiṇṇakaraṃgulipariggahakkhalialegaṇīmagge
sotthi ccia ṇa samappaï piasahi lehammi kiṃ lihimo"
245,"devvammi parāhutte pattia ghaḍiaṃ pi vihaḍaï ṇarāṇaṃ
kajjaṃ vāluavaraṇaṃ va kaha vi vaṃdhaṃ cia ṇa dei"
246,"māmi hiaaṃ va pīaṃ teṇa juāṇeṇa majjamāṇāe
ṇhāṇahaliddākaḍuaṃ aṇusotta jalaṃ piaṃteṇa"
247,"jiviaṃ asāsaaṃ cia ṇa ṇiattaï jovvaṇaṃ aïkkaṃtaṃ
diahā diahehi samā ṇa hoṃti kiṃ ṇiṭṭhuro loo"
248,"uppāiadavvāṇa vi khalāṇa ko bhāaṇaṃ khalo ccea
pikkāi vi ṇiṃvaphalāi ṇavara kāehi khajjaṃti"
249,"ajja mae gaṃtavvaṃ ghaṇaṃdhaāre vi tassa suhaassa
ajjā ṇimīliacchī paaparivāḍiṃ ghare kuṇaï"
250,"suaṇo ṇa kuppaï ccia aha kuppaï vippiaṃ ṇa ciṃtei
aha ciṃtei ṇa jaṃpaï aha jaṃpaï lajjio hoi"
251,"so attho jo hatthe taṃ mittaṃ jaṃ ṇiraṃtaraṃ vasaṇe
taṃ rūaṃ jattha guṇā taṃ viṇṇāṇaṃ jahiṃ dhammo"
252,"caṃdamuhi caṃdadhavalā dīhā dīhacchi tuha vioammi
caüjāmā saajāma vva jāmiṇī kaha vi volīṇā"
253,"aülīṇo domuhao tā mahuro bhoaṇaṃ muhe jāva
murao vva khalo jiṇṇammi bhoaṇe virasam ārasaï"
254,"taha soṇhāi pulaïo daravaliāvaṃgatāraaṃ pahio
jaha vārio vi gharasāmieṇa āliṃdae vasio"
255,"lahuaṃti lahuṃ purisaṃ pavvaamettaṃ pi do vi kajjāiṃ
ṇivvaraṇam aṇivvūḍhe ṇivvūḍhe jaṃ aṇivvaraṇaṃ"
256,"kaṃ tuṃgathaṇukkhitteṇa putti dāraṭṭhiā paloesi
uṇṇāmiakalasaṇivesiagghakamaleṇa va muheṇa"
257,"vaïvivaraṇiggaadalo eraṃḍo sāhaï vva taruṇāṇaṃ
ettha ghare haliavahū eddahamettatthaṇī vasaï"
258,"gaakalahakuṃbhasaṃṇihaghaṇapīṇaṇiraṃtarehi tuṃgehiṃ
gūsasiuṃ pi ṇa tīraï kiṃ puṇa gaṃtuṃ haathaṇehiṃ"
259,"māsapasūaṃ chammāsagabbhiṇiṃ ekkadiahajariaṃ ca
raṃguttiṇṇaṃ ca piaṃ puttaa kāmaṃtao hohi"
260,"paḍivakkhamaṇṇupuṃje lāvaṇṇaüḍe aṇaṃgagaakuṃbhe
purisasaahiaadharie kīsa thaṇaṃtī thaṇe vahasi"
261,"ghariṇīghaṇathaṇapellaṇasuhellipaḍiassa hoṃtapahiassa
avasaüṇaṃgāraavāraviṭṭhidiahā suhāveṃti"
262,"sā tujjha kae vālaa aṇisaṃ gharadāratoraṇaṇisaṇṇā
osūsaï vaṃdaṇamālia vva diahaṃ cia varāī"
263,"hasiaṃ sahatthatālaṃ sukkhavaḍaṃ uvagaehi pahiehiṃ
pattaaphalāṇa sarise uḍḍīṇe pūsaviṃdammi"
264,"ajja mhi hāsiā māmi teṇa pāesu taha paḍaṃteṇa
tīe vi jalaṃtiṃ dīvavattim abbhuttaaṃtīe"
265,"aṇuvattaṇaṃ kuṇaṃto vese vi jaṇe ahiṇṇamuharāo
appavaso vi hu suaṇo paravvaso āhiāīe"
266,"aṇudiahavaḍḍhiāara viṇṇāṇaguṇehi jaṇiamāhappo
puttaa ahiāajaṇo virajjamāṇo vi dullakkho"
267,"viṇṇāṇaguṇamahagghe purise vesattaṇaṃ pi ramaṇijjaṃ
jaṇaṇiṃdie uṇa jaṇe piattaṇeṇā 'vi lajjhāmo"
268,"kaha ṇāma tīa taha so sahāvagaruo vi thaṇaharo paḍio
ahavā mahilāṇa ciraṃ ko vi ṇa hiaammi saṃṭhāi"
269,"suanu vaaṇaṃ chivaṃtaṃ sūraṃ mā sāulīa vārehi
eassa paṃkaassa a jāṇaü kaaraṃ suhapphaṃsaṃ"
270,"māṇosahaṃ va pijjaï piāi māṇaṃsiṇīa daïassa
karasaṃpuḍavaliuddhāṇaṇāi maïrāi gaṃḍūso"
271,"kaha sā ṇivvaṇṇijjaü jīa jahāloiammi aṃgammi
diṭṭhī duvvalagāi vva paṃkapaḍiā ṇa uttaraï"
272,"kīraṃti ccia ṇāsaï uae reha vva khalaaṇe mettī
sā uṇa suaṇammi kaā aṇahā pāhāṇareha vva"
273,"avvo ukkaraāraa puṇo vi tattiṃ karesi gamaṇassa
ajja vi ṇa hoṃti saralā veṇīa taraṃgiṇo cihurā"
274,"ṇa vi taha chearaāi vi haraṃti puṇaruttarāarasiāiṃ
jaha jattha va tattha va jaha va taha va sabbhāvaṇeharamiāiṃ"
275,"ujjhasi piāi samaaṃ taha vi hu re bhaṇasu kīsa kisia tti
uaribhareṇa aāṇua muaï vaïllo vi aṃgāiṃ"
276,"daḍhamūlavaddhagaṃṭhi vva moiā kaha vi teṇa me vāhū
amhehi vi tassa ure khutta vva samukkhaā thaṇaā"
277,"aṇuṇaapasāiāe tujjha 'varāhe ciraṃ gaṇaṃtīe
apahuttohaahatthaṃgurīa ruṇṇaṃ varāīe"
278,"seacchaleṇa pecchaha taṇue aṃgammi se amāaṃtaṃ
lāvaṇṇaṃ osaraï va tivalīsovāṇavaṃtīhiṃ"
279,"devvāattammi phale kiṃ kīraü ettiaṃ puṇo bhaṇimo
kaṃkellipallavāṇaṃ ṇa pallavā hoṃti sāricchā"
280,"dhuaï vva maakalaṃkaṃ kavolapaḍiassa māṇiṇī uaha
aṇavaraavāhajalabhariaṇaaṇakalasehi caṃdassa"
281,"gaṃdheṇa appaṇo māliāṇa ṇomāliā ṇa phuṭṭihaï
aṇṇo ko vi haāsāi maṃsalo parimaluggāro"
282,"phalasaṃpattīa samoṇaāi tuṃgāi phalavipattīe
hiaāi supurisāṇaṃ mahātarūṇaṃ va siharāiṃ"
283,"āsāsei pariaṇaṃ parivattaṃtīa pahiajāāe
ṇitthāmuvvattaṇavaliahatthamuhalo valaasaddo"
284,"tuṃgo ccia hoi maṇo maṇaṃsiṇo aṃtimāsu vi dasāsu
atthamaṇammi vi raïṇo kiraṇā uddhaṃ cia phuraṃti"
285,"poṭṭaṃ bharaṃti saüṇā vi māuā appaṇo aṇuvviggā
vihaluddharaṇasahāvā huvaṃti jaï ke vi sappurisā"
286,"ṇa viṇā sabbhāveṇaṃ gheppaï paramatthajāṇuo loo
ko juṇṇamaṃjaraṃ kaṃjieṇa veāriuṃ taraï"
287,"raṇṇāu taṇaṃ raṇṇāu pāṇiaṃ savvado saaṃgāhaṃ
taha vi maāṇa maīṇa a āmaraṇaṃtāi pemmāiṃ"
288,"tāvam avaṇei ṇa tahā caṃdaṇapaṃko vi kāmimihuṇāṇaṃ
jaha dūsahe vi gimhe aṇṇoṇṇāliṃgaṇasuhellī"
289,"tuppāṇaṇā kiṇo acchasi tti paripucchiāi vahuāi
viuṇāveḍhiajahaṇatthalāi lajjoṇaaṃ hasiaṃ"
290,"hiaa ccea vilīṇo ṇa sāhio jāṇiūṇa gharasāraṃ
vaṃdhavaduvvaaṇaṃ miva dohalao duggaavahūe"
291,"dhāvaï vialiadhammillasicaasaṃjamaṇavāvaḍakaraggā
caṃḍilabhaavivalāaṃtaḍiṃbhaparimaggiṇī ghariṇī"
292,"jaha jaha uvvahaï vahū ṇavajovvaṇamaṇaharāi aṃgāi
taha taha se taṇuāaï majjho daïo a paḍivakkho"
293,"jaha jaha jarāpariṇao hoi paī duggao virūo vi
kulavāliāṇa taha taha ahiaaraṃ vallaho hoi"
294,"eso māmi juāṇo vāraṃ vāreṇa jaṃ aḍaaṇāo
gimhe gāmekkavaḍodaaṃ va kiccheṇa pāvaṃti"
295,"gāmavaḍassa piucchā āvaṃḍumuhāṇa paṃḍuracchāhaṃ
hiaeṇa samaṃ asaīṇa paḍaï vāāhaaṃ pattaṃ"
296,"pecchaï aladdhalakkhaṃ dīhaṃ ṇīsasaï suṇṇaaṃ hasaï
jaha jaṃpaï aphuḍatthaṃ taha se hiaaṭṭhiaṃ kiṃ pi"
297,"gahavaï gao mha saraṇaṃ rakkhasu eaṃ ti aḍaaṇā bhaṇiuṃ
sahasāgaassa turiaṃ païṇo ccia jāram appei"
298,"hiaechiassa dijjaü taṇuāaṃtiṃ ṇa pecchaha piucchā
hiaechio mha katto bhaṇiuṃ mohaṃ gaā kuarī"
299,"khiṇṇassa ure païṇo ṭhavei gimhāvaraṇharamiassa
ollaṃ galaṃtakusumaṃ ṇhāṇasuaṃdhaṃ cihurabhāraṃ"
300,"aha sarasadaṃtamaṃḍalakavolapaḍimāgao maacchīe
aṃtosiṃdūriasaṃkhavattakaraṇiṃ vahaï caṃdo"
301,"aha amha āao ajja kulaharāo tti cheṃchaī jāraṃ
sahasāgaassa turiaṃ païṇo kaṃṭhammi lāei"
302,"pusiā kaṇṇāharaṇeṃdaṇīlakiraṇāhaā sasimaūhā
māṇiṇivaaṇammi sakajjalaṃsusaṃkāi daïeṇa"
303,"eddahamettammi jae suṃdaramahilāsahassabharie vi
aṇuharaï ṇavara tissā vāmaddhaṃ dāhiṇaddhassa"
304,"jaha jaha vāei pio taha taha ṇaccāmi caṃcale pemme
vallī valei aṃgaṃ sahāvathaddhe vi rukkhammi"
305,"dukkhehi labbhaï pio laddho dukkhehi hoi sāhīṇo
laddho vi aladdho ccia jaï jaha hiaaṃ taha ṇa hoi"
306,"avvo aṇuṇaasuhakaṃkhirīa akaaṃ kaaṃ kuṇaṃtīe
saralasahāvo vi pio aviṇaamaggaṃ valā ṇīo"
307,"hatthesu a pāesu a aṃguligaṇaṇāi aïgaā diahā
eṇhiṃ uṇa keṇa gaṇijjaü tti bhaṇiuṃ ruaï muddhā"
308,"kīramuhasacchahehiṃ rehaï vasuhā palāsakusumehiṃ
vuddhassa calaṇavaṃdaṇapaḍiehi va bhikkhusaṃghehiṃ"
309,"jaṃ jaṃ pihulaṃ aṃgaṃ taṃ taṃ jāaṃ kisoari kisaṃ te
jaṃ taṃ taṇuaṃ taṃ taṃ pi ṇiṭṭhiaṃ kiṃ tha māṇeṇa"
310,"ṇa guṇeṇa hīraï jaṇo hīraï jo jeṇa bhāvio teṇa
mottūṇa puliṃdā mottiāi guṃjāu geṇhaṃti"
311,"laṃkālaāṇa puttaa vasaṃtamāsekkaladdhapasarāṇa
āpīalohiāṇaṃ vīhei jaṇo palāsāṇaṃ"
312,"ghettūṇa cuṇṇamuṭṭhiṃ harisūsuiāi veamāṇāe
bhisiṇemi tti piaamaṃ hatthe gaṃdhodaaṃ jāaṃ"
313,"puṭṭhiṃ pusasu kisoari paloharaṃkollapattacittaliaṃ
cheāhi diarajāāhi ujjue mā kalijjihisi"
314,"acchīi tā thaïssaṃ dohi vi hatthehi tammi diṭṭhammi
aṃgaṃ kalaṃvakusumaṃ va pulaïaṃ kaha ṇu ḍhakkissaṃ"
315,"jhaṃjhāvāuttiṇie gharammi roūṇa ṇīsahaṇisaṇṇaṃ
dāvei va gaavaïaṃ vijjujjoo jalaharāṇaṃ"
316,"bhuṃjasu jaṃ sāhīṇaṃ katto loṇaṃ kugāmariddhammi
suhaa saloṇeṇa vi kiṃ teṇa siṇeho jahiṃ ṇatthi"
317,"suhapucchiāi halio muhapaṃkaasurahipavaṇaṇivvaviaṃ
taha piaï paaïkaḍuaṃ pi osahaṃ jaha ṇa ṇiṭṭhāi"
318,"aha sā tahiṃ tahiṃ vvia vāṇīravaṇammi cuvakasaṃkeā
tuha daṃsaṇaṃ vimaggaï pabbhaṭṭaṇihāṇaṭhāṇaṃ ca"
319,"daḍharosakalusiassa vi suaṇassa muhāhi vippiaṃ kaṃto
rāhumuhammi vi sasiṇo kiraṇā amaaṃ via muaṃti"
320,"avamānio vi ṇa tahā dummijjaï sajjaṇo vihavahīṇo
paḍikāuṃ asamattho māṇijjaṃto jaha pareṇa"
321,"kalahaṃtare vi aviṇiggaāi hiaammi jaramuvagaāiṃ
suaṇakaāi rahassāi ḍahaï āukkhae aggī"
322,"lumbīo aṃgaṇamāhavīṇa dāraggalāu jāāu
āsāso paṃthapaloaṇe vi piṭṭho gaavaīṇaṃ"
323,"piadaṃsaṇasuharasamaüliāi jaï se ṇa hoṃti ṇaaṇāiṃ
tā keṇa kaṇṇaraïaṃ lakkhijjaï kuvalaaṃ tissā"
324,"cikkhillakhuttahalamuhakaḍḍhaṇasiḍhile païmmi pāsutte
appattamohaṇasuhā ghaṇasamaaṃ pāmarī savaï"
325,"dummeṃti deṃti sokkhaṃ kuṇaṃti aṇurāaaṃ ramāveṃti
araïraïvaṃdhavāṇaṃ ṇamo ṇamo maaṇavāṇāṇaṃ"
326,"kusumamaā vi aïkharā aladdhaphaṃsā vi dūsahapaāvā
bhiṃdaṃtā vi raïarā kāmassa sarā vahuviappā"
327,"īsaṃ jaṇeṃti dāveṃti mammahaṃ vippiaṃ sahāveṃti
virahe ṇa deṃti mariuṃ aho guṇā tassa vahumaggā"
328,"ṇīāi ajja ṇikkiva piṇaddhaṇavaraṃgaāi varaīe
gharaparivāḍīa paheṇaāi tuha daṃsaṇāsāe"
329,"sūijjaï hemaṃtammi duggao phuṃphuāsuaṃdheṇa
dhūmakavileṇa pariviralataṃtuṇā juṇṇapaḍaeṇa"
330,"kharasippīrullihiāi kuṇaï pahio himāgamapahāe
āamaṇajalolliahatthaphaṃsamasiṇāi aṃgāiṃ"
331,"ṇakkhukkhuḍiaṃ sahaāramaṃjariṃ pāmarassa sīsammi
vaṃdiṃ miva hīraṃtiṃ bhamarajuāṇā aṇusaraṃti"
332,"sūracchaleṇa puttaa kassa tumaṃ aṃjaliṃ paṇāmesi
hāsakaḍakkhummissā ṇa hoṃti devāṇa jokkārā"
333,"muhavijjhaviapaīvaṃ ṇiruddhasāsaṃ sasaṃkiullāvaṃ
savahasaarakkhioṭṭhaṃ coriaramiaṃ suhāvei"
334,"geacchaleṇa bhariuṃ kassa tumaṃ ruasi ṇibbharukkaṃṭhaṃ
maṇṇupaḍiruddhakaṃṭhaddhaṇiṃtakhaliakkharullāvaṃ"
335,"vahalatamāhaarāī ajja paüttho paī gharaṃ suṇṇaṃ
taha jaggesu saajjia ṇa jahā amhe musijjāmo"
336,"saṃjīvaṇosahaṃ miva suassa rakkhaï aṇaṇṇavāvārā
sāsū ṇavabbhadaṃsaṇakaṃṭhāgaajīviaṃ soṇhaṃ"
337,"ṇūṇaṃ hiaaṇihittāi vasasi jāāi amha hiaammi
aṇṇaha maṇorahā me sāhasu kaha tīa viṇṇāā"
338,"taï suhaa aīsaṃte tissā acchīhi kaṇṇalaggehiṃ
diṇṇaṃ gholiravāhehi pāṇiaṃ daṃsaṇasuhāṇaṃ"
339,"uppekkhāgaa tuha muhadaṃsaṇapaḍiruddhajīviāsāi
duhiāi mae kālo kettiametto vva ṇeavvo"
340,"volīṇālakkhiarūajovvaṇā putti kaṃ ṇa dūmesi
diṭṭhā paṇaṭṭhaporāṇajaṇavaā jammabhūmi vva"
341,"pariosaviasiehiṃ bhaṇiaṃ acchīhi teṇa jaṇamajjhe
paḍivaṇṇaṃ tīa vi uvvamaṃtaseehi aṃgehiṃ"
342,"ekkakkamasaṃdesāṇurāavaḍḍhaṃtakouhallāiṃ
dukkhaṃ asamattamaṇorahāi acchaṃti mihuṇāiṃ"
343,"jaï so ṇa vallaho ccia gottaggahaṇeṇa tassa sahi kīsa
hoi muhaṃ te raviaraphaṃsavisaṭṭaṃ va tāmarasaṃ"
344,"māṇadumaparusapavaṇassa māmi savvaṃgaṇivvuiarassa
avaūhaṇassa bhaddaṃ raïṇāḍaapuvvaraṃgassa"
345,"ṇiaāṇumāṇaṇīsaṃka hiaa de pasia virama ettāhe
amuṇiaparamatthajaṇāṇulagga kīsa mha lahuesi"
346,"osahiajaṇo païṇā salāhamāṇeṇa aïciraṃ hasio
caṃdo tti tujjha vaaṇe viiṇṇakusumaṃjalivilakkho"
347,"jhijjaṃtehi aṇudiṇaṃ paccakkhammi vi tumammi aṃgehiṃ
vālaa pucchijjaṃtī ṇa āṇimo kassa kiṃ bhaṇimo"
348,"aṃgāṇaṃ taṇuāraa sikkhāvaa dīharoiavvāṇaṃ
viṇaāikkamaāraa mā mā ṇaṃ pamhasijjāsu"
349,"aṇṇaha ṇa tīraï ccia parivaḍḍhaṃtagaruaṃ piaamassa
maraṇaviṇoeṇa viṇā viramāveuṃ virahadukkhaṃ"
350,"vaṇṇaṃtīhi tuha guṇe vahuso amhehi chiṃchaīpurao
vālaa saam ea kao si dullaho kassa kuppāmo"
351,"jāo so vi vilakkho mae vi hasiūṇa gāḍham uvaūḍho
paḍhamosariassa ṇiaṃsaṇassa gaṃṭhiṃ vimaggaṃto"
352,"kaṃḍujjuā varāī ajja tae sā kaāvarāheṇa
alasāiaruṇṇaviaṃbhiāi diaheṇa sikkhaviā"
353,"avarāhehi vi ṇa tahā pattia jaha maṃ imehi dummesi
avahatthiasabbhāvehi suhaa dakkhiṇṇabhaṇiehiṃ"
354,"mā jūra piāliṃgaṇasarahasabhamirīṇa vāhulaïāṇaṃ
tuṇhikka paruṇṇenaṃ imiṇā māṇaṃsiṇi muheṇaṃ"
355,"mā vacca pupphalāvira devā uaaṃjalīhi tūsaṃti
golāṇaīa puttaa sīlummūlāi kūlāiṃ"
356,"vaaṇe vaaṇammi calaṃtasīsasuṇṇāvahāṇahuṃkāraṃ
sahi deṃtī ṇīsāsaṃtaresu kīsa mha dūmesi"
357,"sabbhāvaṃ pucchaṃtī vālaa roāviā tuha piāe
ṇa tthi ccia kaasavahaṃ hāsummissaṃ bhaṇaṃtīe"
