201,"acchaü tā jaṇavāo hiaaṃ cia attaṇo tuha pamāṇaṃ,taha taṃ si maṃdaṇeho jaha ṇa uvālaṃbhajoggo si","Never mind the gossip: Judge by your own feelings. Anyway, You have grown so cool That you are beyond reproach."
202,"appacchaṃdapahāvira dullahalaṃbhaṃ jaṇaṃ vimaggaṃta,āāsavahehi bhamaṃta hiaa kaïā vi bhajjihisi","You rush ahead, following your own fancy, Always in quest of the unattainable man. One day, heart, as you roam the skies, You’ll crash."
203,"ahava guṇa ccia lahuā ahavā guṇaaṇṇuo ṇa so loo,ahava mhi ṇigguṇā vā vahuguṇavaṃto jaṇo tassa","Maybe my talents are slight, Maybe for him talents mean nothing, Maybe I have no talents And he knows someone who has."
205,"pāsāsaṃkī kāo ṇe 'cchaï diṇṇaṃ pi pahiaghariṇīe,oṇattakaraaloaliavalaamajjhaṭṭhiaṃ piṃḍaṃ","The crow refuses the rice ball offered by the woman Whose husband is abroad. Seeing it stuck between the bracelet, Which has slipped from her arm, And the downturned palm of her hand, The bird is wary of a trap."
206,"ohidiahāgamāsaṃkirīhi sahiāhi kuḍḍalihiāo,do tiṇṇi tahiṃ mia coriāi rehā pusijjaṃti","Her friends, Unsure when the final day would come, Stealthily wiped out one or two strokes Of her tally."
207,"tuha muhasāricchaṃ ṇa lahaï tti saṃpuṇṇamaṃḍalo vihiṇā,aṇṇamaaṃ va ghaḍeuṃ puṇo vi khaṃḍijjaï miaṃko",Every time the moon is full The Creator takes it apart again To refashion it in such a way That it might match your face.
208,"ajjaṃ gao tti ajjaṃ gao tti ajjaṃ gao tti gaṇirīe,paḍhama ccia diahaddhe kuḍḍo rehāhi cittalio",“Today he has left.” “Today he has left.” “Today he has left.” Already on the very first morning She covered the whole wall with lines.
209,"ṇa vi taha paḍhamasamāgamasuraasuhe pāvie vi parioso,jaha vīadiahasavilakkhalakkhie vaaṇakamalammi",The satisfaction of that first night Was nothing compared to seeing the embarrassment Next day On the lotus of her face.
210,"je samuhāgaavolaṃtavaliapiapesiacchivicchohā,aha maṇṇe maaṇasarā jaṇassa je hoṃti te hoṃtu","As he walks towards me, passes, And then looks back, My lover’s tremulous glances Are to me like Love’s arrows Whatever they may be to others."
211,"iaro jaṇo ṇa pāvaï tuha jahaṇāruhaṇasaṃgamasuhelliṃ,aṇuhavaï kaṇaadoro huavahavaruṇāṇa māhappaṃ",The pleasure of riding your thighs Is for special people only. Take the golden girdle: It had to go through the ordeal of fire and water first.
212,"jo jassa vihavasāro taṃ so dei tti kiṃ tha accheraṃ,aṇahoṃtaṃ pi hu diṇṇaṃ dohaggaṃ taï savattīṇaṃ",Normally one gives away things Of which one has a surplus. But to your husband’s other wives you give Something that is not yours to give: Unhappiness.
213,"caṃdasarisaṃ muhaṃ se saraso amaassa muharaso tissā,sakaaggaharahasujjalacuṃvaṇaaṃ kassa sarisaṃ se","Her face is round like the moon, Her lips taste like nectar, Grabbing her by the hair And giving her a passionate kiss, What is that like?"
214,"uppaṇṇatthe kajje aïciṃtaṃto guṇāguṇe tammi,ciraālamaṃdapecchittaṇeṇa puriso haṇaï kajjaṃ","When an opportunity finally offers itself, Endlessly weighing the pros and cons And considering the matter carefully, As if one had all the time in the world, Are sure ways to bungle one’s chances."
215,"vālaa tumāhi ahiaṃ ṇiaaṃ cia vallahaṃ mahaṃ jīaṃ,taṃ taï viṇā ṇa hoi tti teṇa kuviaṃ pasāemi","You fool, My own life means more to me than you do. Therefore, if I give in to your anger It is only because without you I have no life."
216,"pattia ṇa pattiaṃtī jaï tujjha ime ṇa majjha ruirīe,puṭṭhīa vāhaviṃdū pulaübbhee ṇa bhijjaṃtā","Believe me, I would not believe you If these tears that I weep Were not pierced by the gooseflesh Rising on your back As you kneel before me."
217,"taṃ mittaṃ kāavvaṃ jaṃ kira vasaṇammi desaālammi,ālihiabhittivāullaa vva ṇa paraṃmuhaṃ ṭhāi","Make a friend of the man Who, wherever or whenever it may be, Stands by you in adversity Steady as an image in a wall painting."
218,"vahuāi ṇaïṇiuṃje paḍhamuggaasīlakhaṃḍaṇavilakkhaṃ,uḍḍei vihaṃgaülaṃ hāhā pakkhehi va bhaṇaṃtaṃ","Embarrassed By the girl losing her virginity, A flock of birds Flies up from the bushes by the river, Seeming to say “Ah! Ah!” with their wings."
219,"saccaṃ bhaṇāmi vālaa ṇa tthi asakkaṃ vasaṃtamāsassa,gaṃdheṇa kuruvaāṇaṃ maṇaṃ pi asaïttanaṃ ṇa gaā","What makes you think I’m lying, you fool? I know spring can do anything, But the fragrant flowers of the amaranth Have not made me in the least unfaithful."
220,"ekkekkamavaïveḍhaṇavivaraṃtaradiṇṇataralaṇaaṇāe,taï volaṃte vālaa paṃjarasaüṇāiaṃ tīe","Like a bird in a cage Moving from one gap to the next, With trembling eye She peeps through the fence As you walk past."
221,"tā kiṃ kareu jaï taṃ si tīa vaïveḍhapelliathaṇīe,pāaṃguṭṭhaggukkhittaṇīsahaṃgīa vi ṇa diṭṭho","What is she to do If, wobbling on tiptoe And squeezing her breasts against the fence, She still can’t see you?"
222,"piasaṃbharaṇapaloṭṭaṃtavāhadhārāṇivāabhīāe,dijjaï vaṃkaggīvāi dīvao pahiajāāe","Anxious about the stream of tears Rolling down her face At the thought of her absent husband, She turns her head aside As she puts down the lamp."
223,"taï volaṃte vālaa tissā aṃgāi taha ṇu valiāiṃ,jaha puṭṭhimajjhaṇivaḍaṃtavāhadhārāu dīsaṃti",To watch you As you walked away She twisted round so far The tears could be seen Streaming down her back.
224,"tā majjhimo ccia varaṃ dujjaṇasuaṇehi dohi vi ṇa kajjaṃ,jaha diṭṭho tavaï khalo tahea suaṇo aīsaṃto","I’d rather have something in between. For what use is a bad man Or, for that matter, a good one? A bad man causes pain by his presence, A good man by his absence."
225,"addhacchipecchiaṃ mā karehi sāhāviaṃ paloehi,so vi sudiṭṭho hohii tumaṃ pi muddhā kalijjhihisi",Don’t peep at him on the sly. Look him straight in the eye. That way you’ll get a good look at him And people will take you for an innocent.
226,"diahaṃ khuḍukkiāe tīe kāūṇa gehavāvāraṃ,garue vi maṇṇudukkhe bharimo pāaṃtasuttassa","I will never forget How, for all her resentment, She dropped off to sleep At my feet, After a day of household chores Performed in angry silence."
227,"pāṇaüḍīa vi jaliūṇa huavaho jalaï jaṇṇavāḍammi,ṇa hu te parihariavvā visamadasāsaṃṭhiā purisā",The fire that burns in the outcast’s hut Then burns on the sacrificial altar. Never shun a person However wretched his circumstances.
228,"jaṃ tujjha saī jāā asaīo suhaa jaṃ ca amhe vi,tā kiṃ phuṭṭaü vīaṃ tujjha samāṇo juā ṇa tthi","The reason why your wife is faithful And we are unfaithful to our husbands, Is obvious, my dear: There isn’t another young man like you."
229,"savvassammi vi ḍaḍḍhe taha vi hu hiaassa ṇivvui ccea,jaṃ tena gāmaḍāhe hatthāhatthiṃ kuḍo gahio","Even though everything I had went up in flames I am overjoyed, For during the fire It was he who took the bucket of water From my hand into his."
231,"tassa a sohaggaguṇaṃ amahilasarisaṃ ca sāhasaṃ majjha,jāṇaï golāūro vāsārattaddharatto a",His unmanly bliss And my unwomanly boldness Are known only to the swollen waters of the Goda\ And the midnights of the rainy season.
232,"te voliā vaassā tāṇa kuḍuṃgāṇa khaṇṇuā sesā,amhe vi gaavaāo mūluccheaṃ gaaṃ pemmaṃ","The friends of our youth have passed away, Of those bowers nothing remains but stumps, Gone is the vigor of former days, And love has been cut to the roots."
234,"jassa jahiṃ cia paḍhamaṃ tissā aṃgammi ṇivaḍiā diṭṭhī,tassa tahiṃ cea ṭhiā savvaṃgaṃ keṇa vi ṇa diṭṭhaṃ",On whichever part of her body One’s eye falls first There it stays. No one has ever seen the whole of her body.
235,"virahe visaṃ va visamā amaamaā hoi saṃgame ahiaṃ,kiṃ vihiṇā samaaṃ cia dohiṃ pi piā viṇimmaviā","Away from me She is like deadly poison, Together again She is sweeter than nectar. How did the Creator manage To combine these two potions In my darling?"
236,"addaṃsaṇeṇa puttaa suṭṭhu vi ṇehāṇuvaṃdhaghaḍiāiṃ,hatthaüḍapāṇiāi va kāleṇa galaṃti pemmāiṃ","Silly boy, However close the ties of affection, If people don’t see one another, Love gradually seeps away Just like water between one’s cupped hands."
237,"païpurao ccia ṇijjaï viṃchuaḍaṭṭhe 'ti jāravejjagharaṃ,ṇiuṇasahīkaradhariā bhuajualaṃdolirī vālā","Before her husband’s very eyes Her sharp friends pick up the young wife And carry her, arms adangle, To her healer-lover’s house, Saying: “She’s been bitten by a scorpion.”"
238,"vikkiṇaï māhamāsaṃmi pāmaro pāriḍiṃ vaïlleṇa,ṇiddhūmamummure sāmalīa thaṇae ṇiacchaṃto","Seeing his wife’s dark breasts Which, but for the absence of smoke, Resemble black heaps of burning chaff, The farmer barters his cloak for a buffalo In the cold month of Ma\gha."
239,"saccaṃ bhaṇāmi maraṇe ṭhia mhi puṇṇe taḍammi tāvīe,ajja vi tattha kuḍuṃge ṇivaḍaï diṭṭhī taha ccea","Though I am nearing death, I swear that, even now, My gaze falls, as ever, On the thicket that grows By the banks of the holy Taptê."
240,"aṃdhaaravorapatthiṃ va māuā maha païṃ viluṃpaṃti,īsāaṃti maha ccia cheppāhiṃto phaṇo jāo","Mother, They snatch my husband from me As if he were a dish of plums in a blind man’s hands. At the same time they are jealous of me: A hood is growing out of the snake’s tail!"
244,"vevirasiṇṇakaraṃgulipariggahakkhalialegaṇīmagge,sotthi ccia ṇa samappaï piasahi lehammi kiṃ lihimo","Because my pen keeps slipping In my clammy fingers I can’t even finish the word “Dear.” Friend, tell me, How can I write the rest of my letter?"
246,"māmi hiaaṃ va pīaṃ teṇa juāṇeṇa majjamāṇāe,ṇhāṇahaliddākaḍuaṃ aṇusotta jalaṃ piaṃteṇa","Mother, That young man Who downriver drank the water That was bitter with my turmeric soap, Has as good as drunk my heart."
247,"jiviaṃ asāsaaṃ cia ṇa ṇiattaï jovvaṇaṃ aïkkaṃtaṃ,diahā diahehi samā ṇa hoṃti kiṃ ṇiṭṭhuro loo","Life is transient, Youth passes never to return, Tomorrow is not the same as today. So why are people so stubborn?"
249,"ajja mae gaṃtavvaṃ ghaṇaṃdhaāre vi tassa suhaassa,ajjā ṇimīliacchī paaparivāḍiṃ ghare kuṇaï","Because even on this dark night she intends to meet her lover, The girl paces up and down indoors With her eyes tightly shut."
250,"suaṇo ṇa kuppaï ccia aha kuppaï vippiaṃ ṇa ciṃtei,aha ciṃtei ṇa jaṃpaï aha jaṃpaï lajjio hoi",A gentleman never gets angry. When he gets angry He never has nasty thoughts. When he has nasty thoughts He never expresses them. When he expresses them He is ashamed of himself.
252,"caṃdamuhi caṃdadhavalā dīhā dīhacchi tuha vioammi,caüjāmā saajāma vva jāmiṇī kaha vi volīṇā","he moon was bright, My moon-faced beauty, And the night was long, My long-eyed girl. The four watches passed. Though, with you away, They seemed to last A hundred"
254,"taha soṇhāi pulaïo daravaliāvaṃgatāraaṃ pahio,jaha vārio vi gharasāmieṇa āliṃdae vasio","After the flicker of a side glance From the daughter-in-law The traveler, refused entry By the master of the house, Spent the night on the veranda."
256,"kaṃ tuṃgathaṇukkhitteṇa putti dāraṭṭhiā paloesi,uṇṇāmiakalasaṇivesiagghakamaleṇa va muheṇa","Whom are you looking out for, Standing at the door? Your face above your prominent breasts Looks like a lotus Placed on top of the two water pots Standing ready to welcome a guest"
257,"vaïvivaraṇiggaadalo eraṃḍo sāhaï vva taruṇāṇaṃ,ettha ghare haliavahū eddahamettatthaṇī vasaï",With its leaves pushing through The gaps in the fence The castor oil plant seems to be telling The youths of the village “Here lives a farmer’s wife With breasts this big.”
258,"gaakalahakuṃbhasaṃṇihaghaṇapīṇaṇiraṃtarehi tuṃgehiṃ,gūsasiuṃ pi ṇa tīraï kiṃ puṇa gaṃtuṃ haathaṇehiṃ","With those damned breasts Like the two bumps on a young elephant’s forehead,  Firm, full and prominent, pressing against each other, She can hardly breathe Let alone move"
260,"paḍivakkhamaṇṇupuṃje lāvaṇṇaüḍe aṇaṃgagaakuṃbhe,purisasaahiaadharie kīsa thaṇaṃtī thaṇe vahasi","Why do you groan as you carry them —Two heaps piled with your rivals’ jealousy, Two vessels brimful of beauty, Two elephant lobes stuffed with love? In their hearts men by the hundred Are sharing the burden Of your breasts"
261,"ghariṇīghaṇathaṇapellaṇasuhellipaḍiassa hoṃtapahiassa,avasaüṇaṃgāraavāraviṭṭhidiahā suhāveṃti",The would-be traveler has become so addicted to the pleasant pastime Of fondling his wife’s firm breasts That he welcomes any bad omen —Wishes it were Tuesday or a day of rain
262,"sā tujjha kae vālaa aṇisaṃ gharadāratoraṇaṇisaṇṇā,osūsaï vaṃdaṇamālia vva diahaṃ cia varāī","You fool, It is on your account That the poor girl sits patiently Beneath the doorway And, like the garland of welcome Festooning it, wilts every day"
263,"hasiaṃ sahatthatālaṃ sukkhavaḍaṃ uvagaehi pahiehiṃ,pattaaphalāṇa sarise uḍḍīṇe pūsaviṃdammi","Laughing and clapping, The travelers run towards the shady banyan Loaded with juicy fruit When a flock of parrots flies up To reveal a bare, shrivelled tree"
268,"kaha ṇāma tīa taha so sahāvagaruo vi thaṇaharo paḍio,ahavā mahilāṇa ciraṃ ko vi ṇa hiaammi saṃṭhāi","How come that her breasts, Once so firm, Now sag like this? On the other hand, Who abides forever in a woman’s heart?"
269,"suanu vaaṇaṃ chivaṃtaṃ sūraṃ mā sāulīa vārehi,eassa paṃkaassa a jāṇaü kaaraṃ suhapphaṃsaṃ","Lovely woman, Don’t cover your face with your shawl. Let the sun find out which is more pleasant to touch, Your face Or the lotus."
270,"māṇosahaṃ va pijjaï piāi māṇaṃsiṇīa daïassa,karasaṃpuḍavaliuddhāṇaṇāi maïrāi gaṃḍūso","Turning her face upwards With his cupped hands, Her husband offers her wine —One mouthful to drink As a medicine For sulkiness."
271,"kaha sā ṇivvaṇṇijjaü jīa jahāloiammi aṃgammi,diṭṭhī duvvalagāi vva paṃkapaḍiā ṇa uttaraï",How can I describe her? Once you see her body You cannot take your eyes off it: They are like a helpless cow Stuck in the mud
272,"kīraṃti ccia ṇāsaï uae reha vva khalaaṇe mettī,sā uṇa suaṇammi kaā aṇahā pāhāṇareha vva",Like writing on water Friendship with a bad man Fades as soon as it’s begun. With a good man it is immutable Like an inscription in stone
273,"avvo ukkaraāraa puṇo vi tattiṃ karesi gamaṇassa,ajja vi ṇa hoṃti saralā veṇīa taraṃgiṇo cihurā","Ah, what a cruel man you are, Thinking of leaving again While the hair of my braid has not yet had time To uncurl."
274,"ṇa vi taha chearaāi vi haraṃti puṇaruttarāarasiāiṃ,jaha jattha va tattha va jaha va taha va sabbhāvaṇeharamiāiṃ","Making love With great sophistication, For all the pleasure Of constantly renewed passion, Is not as rapturous As making love Wherever and however With true affection."
275,"ujjhasi piāi samaaṃ taha vi hu re bhaṇasu kīsa kisia tti,uaribhareṇa aāṇua muaï vaïllo vi aṃgāiṃ","I have both you And your new love To bear in my heart. How dare you ask, you fool, Why I am wasting away? Even an ox collapses when overloaded."
276,"daḍhamūlavaddhagaṃṭhi vva moiā kaha vi teṇa me vāhū,amhehi vi tassa ure khutta vva samukkhaā thaṇaā",With great difficulty He released himself from my arms As if untangling a tight knot And I extracted my breasts Deeply buried in his chest.
277,"aṇuṇaapasāiāe tujjha 'varāhe ciraṃ gaṇaṃtīe,apahuttohaahatthaṃgurīa ruṇṇaṃ varāīe",Only after you had won her round Did she start to make a count of your offenses. When the fingers of both hands proved not enough The poor thing finally burst into tears.
280,"dhuaï vva maakalaṃkaṃ kavolapaḍiassa māṇiṇī uaha,aṇavaraavāhajalabhariaṇaaṇakalasehi caṃdassa",See how the affronted wife Is washing away the dark patches of the moon Reflected on her cheek With an endless stream of water From the jars of her eyes.
281,"gaṃdheṇa appaṇo māliāṇa ṇomāliā ṇa phuṭṭihaï,aṇṇo ko vi haāsāi maṃsalo parimaluggāro",Among the other flowers in a garland The scent of the young jasmine will never get lost: There is something unusually powerful About the damned thing
282,"phalasaṃpattīa samoṇaāi tuṃgāi phalavipattīe,hiaāi supurisāṇaṃ mahātarūṇaṃ va siharāiṃ",The hearts of good men are like the tops of tall trees: When laden with fruit They are bent on sharing And when bare they are uplifted.
283,"āsāsei pariaṇaṃ parivattaṃtīa pahiajāāe,ṇitthāmuvvattaṇavaliahatthamuhalo valaasaddo","The sound of her bracelets, As the traveler’s wife turns on her side And weakly moves her hands, Is enough to reassure her friends"
286,"ṇa viṇā sabbhāveṇaṃ gheppaï paramatthajāṇuo loo,ko juṇṇamaṃjaraṃ kaṃjieṇa veāriuṃ taraï","A man who knows the ultimate truth Is only won over by true goodness, For who can trick an old cat with rice gruel?"
287,"raṇṇāu taṇaṃ raṇṇāu pāṇiaṃ savvado saaṃgāhaṃ,taha vi maāṇa maīṇa a āmaraṇaṃtāi pemmāiṃ","In the jungle grass and water Are everywhere free for the asking, And still the love between a doe and a stag Lasts until death."
288,"tāvam avaṇei ṇa tahā caṃdaṇapaṃko vi kāmimihuṇāṇaṃ,jaha dūsahe vi gimhe aṇṇoṇṇāliṃgaṇasuhellī","Sandal paste does not work as well As the wild delight of a tight embrace, Which, even on the hottest summer day, Succeeds in allaying a couple’s fever."
289,"tuppāṇaṇā kiṇo acchasi tti paripucchiāi vahuāi,viuṇāveḍhiajahaṇatthalāi lajjoṇaaṃ hasiaṃ","When he asked his young wife Why her face was still smeared with ghee, She looked away in embarrassment But smiled, Her skirt wrapped twice around her thighs."
290,"hiaa ccea vilīṇo ṇa sāhio jāṇiūṇa gharasāraṃ,vaṃdhavaduvvaaṇaṃ miva dohalao duggaavahūe","Conscious of the family’s situation, The pregnant wife does not mention what she craves for But keeps it to herself, Like an indecent proposal made by one of her husband’s brothers."
291,"dhāvaï vialiadhammillasicaasaṃjamaṇavāvaḍakaraggā,caṃḍilabhaavivalāaṃtaḍiṃbhaparimaggiṇī ghariṇī","With one hand clutching at her skirt, Which is slipping down, And with the other her hair, Which has come loose, The housewife chases after her little son, Who is running away, scared of the barber"
292,"jaha jaha uvvahaï vahū ṇavajovvaṇamaṇaharāi aṃgāi,taha taha se taṇuāaï majjho daïo a paḍivakkho","The more the wife flaunts her delicious, young body The thinner become her waist, her husband, And her rivals"
293,"jaha jaha jarāpariṇao hoi paī duggao virūo vi,kulavāliāṇa taha taha ahiaaraṃ vallaho hoi","The poorer, the uglier, the more decrepit Her husband becomes The more a true woman loves him."
294,"eso māmi juāṇo vāraṃ vāreṇa jaṃ aḍaaṇāo,gimhe gāmekkavaḍodaaṃ va kiccheṇa pāvaṃti","Aunt! There goes the young man Whom all the hussies in turn Try to grab hold of, Just like the water in the only well in the village On a hot summer’s day"
295,"gāmavaḍassa piucchā āvaṃḍumuhāṇa paṃḍuracchāhaṃ,hiaeṇa samaṃ asaīṇa paḍaï vāāhaaṃ pattaṃ","Aunt, A yellow leaf, battered by the wind, Falls from the village banyan And with it the pale faces Of the false women."
296,"pecchaï aladdhalakkhaṃ dīhaṃ ṇīsasaï suṇṇaaṃ hasaï,jaha jaṃpaï aphuḍatthaṃ taha se hiaaṭṭhiaṃ kiṃ pi","She stares into thin air, Heaves long sighs, Smiles vacantly And mutters nonsense: There must be something on her mind."
297,"gahavaï gao mha saraṇaṃ rakkhasu eaṃ ti aḍaaṇā bhaṇiuṃ,sahasāgaassa turiaṃ païṇo ccia jāram appei","“My lord, This man seeks shelter with us. Do look after him.” With these words the wife hastily introduced her lover To her husband Who had returned home unexpectedly"
298,"hiaechiassa dijjaü taṇuāaṃtiṃ ṇa pecchaha piucchā,hiaechio mha katto bhaṇiuṃ mohaṃ gaā kuarī","Aunt, Marry the girl to the person she fancies. Can’t you see she is pining away? “‘Person I fancy’? What do you mean?” So saying the girl fell in a faint."
299,"khiṇṇassa ure païṇo ṭhavei gimhāvaraṇharamiassa,ollaṃ galaṃtakusumaṃ ṇhāṇasuaṃdhaṃ cihurabhāraṃ","Wet and fragrant after her bath And with flowers falling from it, She lays her long, thick hair On her exhausted husband’s chest After a summer afternoon Of making love"
300,"aha sarasadaṃtamaṃḍalakavolapaḍimāgao maacchīe,aṃtosiṃdūriasaṃkhavattakaraṇiṃ vahaï caṃdo","Reflected in the deer-eyed woman’s cheek Covered with fresh tooth marks, The moon looks like a white conch shell Red on the inside."
302,"pusiā kaṇṇāharaṇeṃdaṇīlakiraṇāhaā sasimaūhā,māṇiṇivaaṇammi sakajjalaṃsusaṃkāi daïeṇa","The lover wipes away the silver moonbeams Blending with the blue gleams of her sapphire earrings From the face of his offended mistress, Mistaking them for tears mixed with eye-black."
303,"eddahamettammi jae suṃdaramahilāsahassabharie vi,aṇuharaï ṇavara tissā vāmaddhaṃ dāhiṇaddhassa",In the whole wide world Teeming with thousands of beautiful women The only thing that matches this woman’s right side . . . Is her left side.
304,"jaha jaha vāei pio taha taha ṇaccāmi caṃcale pemme,vallī valei aṃgaṃ sahāvathaddhe vi rukkhammi",Since love is fickle I dance to my lover’s tune. A creeper twines itself Around the unbending tree
305,"dukkhehi labbhaï pio laddho dukkhehi hoi sāhīṇo,laddho vi aladdho ccia jaï jaha hiaaṃ taha ṇa hoi","He can be captured only with the greatest difficulty And once captured he is difficult to keep, And even if captured, He is not captured Unless his heart is captured as well"
306,"avvo aṇuṇaasuhakaṃkhirīa akaaṃ kaaṃ kuṇaṃtīe,saralasahāvo vi pio aviṇaamaggaṃ valā ṇīo","How stupid! She was so anxious to taste the pleasure of being groveled to That she made out that he had done something When he hadn’t, And led her innocent lover into devious ways."
307,"hatthesu a pāesu a aṃguligaṇaṇāi aïgaā diahā,eṇhiṃ uṇa keṇa gaṇijjaü tti bhaṇiuṃ ruaï muddhā","Having passed the time By counting the days First on her fingers, then on her toes, The young girl burst into tears, Not knowing what to count with next"
308,"kīramuhasacchahehiṃ rehaï vasuhā palāsakusumehiṃ,vuddhassa calaṇavaṃdaṇapaḍiehi va bhikkhusaṃghehiṃ","The flowers of the flame trees, Which resemble parrots’ beaks, Make the ground resplendent, Like a congregation of monks Prostrate in worship at the feet Of the Buddha"
309,"jaṃ jaṃ pihulaṃ aṃgaṃ taṃ taṃ jāaṃ kisoari kisaṃ te,jaṃ taṃ taṇuaṃ taṃ taṃ pi ṇiṭṭhiaṃ kiṃ tha māṇeṇa","Slender girl, The parts of your body that used to be plump Have become thin, And those that were thin Are now tiny. What is the use of keeping so aloof?"
310,"ṇa guṇeṇa hīraï jaṇo hīraï jo jeṇa bhāvio teṇa,mottūṇa puliṃdā mottiāi guṃjāu geṇhaṃti",People are not captivated by true qualities But by what takes their fancy. The Pulindas brush pearls aside But seize upon the guñja seeds The jeweler uses as weights.
312,"ghettūṇa cuṇṇamuṭṭhiṃ harisūsuiāi veamāṇāe,bhisiṇemi tti piaamaṃ hatthe gaṃdhodaaṃ jāaṃ","Trembling and bouncing with excitement, She holds a handful of colored powder To throw at her lover, But it has turned into perfumed water."
313,"puṭṭhiṃ pusasu kisoari paloharaṃkollapattacittaliaṃ,cheāhi diarajāāhi ujjue mā kalijjihisi","Slender girl, Don’t be so naïve: Brush off your back All trace of the leaves From the am≥kolla in the yard, Otherwise your clever sisters-in-law will start thinking."
314,"acchīi tā thaïssaṃ dohi vi hatthehi tammi diṭṭhammi,aṃgaṃ kalaṃvakusumaṃ va pulaïaṃ kaha ṇu ḍhakkissaṃ","The moment I see him I will cover my eyes with both hands, But how am I going to hide my body Which is bristling like a spiky kadamba blossom?"
315,"jhaṃjhāvāuttiṇie gharammi roūṇa ṇīsahaṇisaṇṇaṃ,dāvei va gaavaïaṃ vijjujjoo jalaharāṇaṃ","The storm snatched the thatch from the roof And the lightning flashed through the rafters As if to show the clouds the helpless wife, Sitting in tears Alone without her husband."
317,"suhapucchiāi halio muhapaṃkaasurahipavaṇaṇivvaviaṃ,taha piaï paaïkaḍuaṃ pi osahaṃ jaha ṇa ṇiṭṭhāi","After she who peeped in to ask how he was Had with her fragrant breath Cooled the bitter medicine, The plowman drained it to the very last drop"
318,"aha sā tahiṃ tahiṃ vvia vāṇīravaṇammi cuvakasaṃkeā,tuha daṃsaṇaṃ vimaggaï pabbhaṭṭaṇihāṇaṭhāṇaṃ ca","Having missed the assignation In all those reed beds, She looks for you everywhere As though in search of lost treasure"
322,"lumbīo aṃgaṇamāhavīṇa dāraggalāu jāāu,āsāso paṃthapaloaṇe vi piṭṭho gaavaīṇaṃ",In spring The clusters of jasmine Bar the gate of the courtyard. Even the comfort of looking down the road Is denied to the grass widows.
323,"piadaṃsaṇasuharasamaüliāi jaï se ṇa hoṃti ṇaaṇāiṃ,tā keṇa kaṇṇaraïaṃ lakkhijjaï kuvalaaṃ tissā","If her eyes were not closed In ecstasy At seeing her lover, Who would notice the blue lily Behind her ear?"
324,"cikkhillakhuttahalamuhakaḍḍhaṇasiḍhile païmmi pāsutte,appattamohaṇasuhā ghaṇasamaaṃ pāmarī savaï","When he fell asleep, Exhausted after a day of dragging the plow through thick mud, His wife, Angry at missing the pleasures of love, Cursed the rainy season."
325,"dummeṃti deṃti sokkhaṃ kuṇaṃti aṇurāaaṃ ramāveṃti,araïraïvaṃdhavāṇaṃ ṇamo ṇamo maaṇavāṇāṇaṃ","They cause grief, Give pleasure, Create a longing And allay it: Praised be the arrows of the God of Love, Kindred of pleasure and pain."
326,"kusumamaā vi aïkharā aladdhaphaṃsā vi dūsahapaāvā,bhiṃdaṃtā vi raïarā kāmassa sarā vahuviappā",How very puzzling! Though made of flowers They are extremely sharp. Though they make no contact They are irresistibly powerful. Though they cut through the flesh They cause delight —The arrows of the God of Love
327,"īsaṃ jaṇeṃti dāveṃti mammahaṃ vippiaṃ sahāveṃti,virahe ṇa deṃti mariuṃ aho guṇā tassa vahumaggā","They cause jealousy, Kindle love, Make grief bearable And prevent separation from being fatal: Love’s arrows have so many different effects."
328,"ṇīāi ajja ṇikkiva piṇaddhaṇavaraṃgaāi varaīe,gharaparivāḍīa paheṇaāi tuha daṃsaṇāsāe","Have a care— The poor girl, wearing a freshly dyed dress, Is distributing festival cakes from door to door In the hope of catching a glimpse of you."
329,"sūijjaï hemaṃtammi duggao phuṃphuāsuaṃdheṇa,dhūmakavileṇa pariviralataṃtuṇā juṇṇapaḍaeṇa","In winter one can recognize a poor man By his tattered, threadbare clothes Reeking of cow-dung fires and brown with smoke."
331,"ṇakkhukkhuḍiaṃ sahaāramaṃjariṃ pāmarassa sīsammi,vaṃdiṃ miva hīraṃtiṃ bhamarajuāṇā aṇusaraṃti","Bees pursue the mango blossom That the scruffy farmhand has torn off with his nails And placed on his head, Like young men thronging around a woman Taken hostage"
333,"muhavijjhaviapaīvaṃ ṇiruddhasāsaṃ sasaṃkiullāvaṃ,savahasaarakkhioṭṭhaṃ coriaramiaṃ suhāvei","The lamp blown out, Stifled sighs, Fearful whispers, Lips sealed by hundreds of vows: Oh! the joys of stolen love."
335,"vahalatamāhaarāī ajja paüttho paī gharaṃ suṇṇaṃ,taha jaggesu saajjia ṇa jahā amhe musijjāmo","It is pitch-dark outside, My husband left today, And the house is deserted. Please, neighbor, do keep watch: I don’t want to be burgled."
336,"saṃjīvaṇosahaṃ miva suassa rakkhaï aṇaṇṇavāvārā,sāsū ṇavabbhadaṃsaṇakaṃṭhāgaajīviaṃ soṇhaṃ","Without leaving her bedside for a moment The mother nurses her daughter-in-law Who has almost expired at the sight of the first rain clouds, As if she were a medicine which could restore The life of her son"
337,"ṇūṇaṃ hiaaṇihittāi vasasi jāāi amha hiaammi,aṇṇaha maṇorahā me sāhasu kaha tīa viṇṇāā",You live in my heart With your wife locked in your own For tell me how else could she know exactly what I want?
